tweet,stance
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 అమెరికా లోని లాస్ ఏంజిల్స్ లో ఇటీవల జరిగిన ప్రపంచ ప్రఖ్యాత Oscar వేడుకలలో పాల్గొని RRR చిత్రానికి అవార్డందుకున్న శుభ…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
   చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 అమెరికా లోని లాస్ ఏంజిల్స్ లో ఇటీవల జరిగిన ప్రపంచ ప్రఖ్యాత Oscar వేడుకలలో పాల్గొని RRR చిత్రానికి అవార్డందుకున్న శుభ…,against
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,against
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,against
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 శంషాబాద్ ఎయిర్ పోర్టులో జూనియర్ ఎన్టీఆర్ కు ఘన స్వాగతం  ,favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 శంషాబాద్ ఎయిర్ పోర్టులో జూనియర్ ఎన్టీఆర్ కు ఘన స్వాగతం  ,neutral
సందేహం లేదు RC యే RRR తర్వాత వెంటనే ఆచార్య తో నిలబెట్టాడు,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
    RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,favour
"   శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",favour
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
  చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
చలన చిత్రం అంటే రాంచరణ్ ఎ గుర్తుకు వస్తునడు ఎన్టీఆర్ ని ఎవరు గుర్తించటం లేదు   ఎన్ టివి  సినిమా కార్యకర్తల గురించి …,neutral
ఏజెంట్ చలన చిత్రం అఖిల్ కోసం ఆర్ఆర్ఆర్ హీరోస్ ఏమి చేయనున్నారు?    …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
RRR తరవాత ఎన్టీఆర్  రాంచరణ్ ఇంకా సినేమా విడుదల చేయలేదు కనుక ఇది అర్థంలేని ప్రశ్న,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
 ఇంకా వదిలేయండి R R R గారు,neutral
"   శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 ఇంకా వదిలేయండి R R R గారు,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
"   శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 Oscar‌ వేదికపై తెలుగుదనం ఉట్టిపడింది ధమ్కీ ప్రి రిలీజ్‌ ఈవెంట్‌లో ఎన్టీఆర్‌ వ్యాఖ్యలు    h…,favour
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 Oscar‌ వేదికపై తెలుగుదనం ఉట్టిపడింది ధమ్కీ ప్రి రిలీజ్‌ ఈవెంట్‌లో ఎన్టీఆర్‌ వ్యాఖ్యలు    h…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 కేంద్ర హోంమంత్రి అమిత్ షా గారిని ఢిల్లీలో RRR ఫేమ్ నటుడు ామ్‌చరణ్ మరియు ిరంజీవి గారు కలిశారు 'ాటుNaatu' Oscar‌…,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
 Oscar‌ వేదికపై తెలుగుదనం ఉట్టిపడింది ధమ్కీ ప్రి రిలీజ్‌ ఈవెంట్‌లో ఎన్టీఆర్‌ వ్యాఖ్యలు    h…,neutral
 ఫేస్బుక్ సెలబ్రేషన్స్ లో RRR గారు లేకపోతే ఎట్లా స్వాగతం సార్,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 శంషాబాద్ ఎయిర్ పోర్టులో జూనియర్ ఎన్టీఆర్ కు ఘన స్వాగతం  ,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
"   శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",favour
    RRR  రామం రాజసం  రాముడి ఆగమనం ,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,neutral
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
  మూవీ కి VFX ఎవరు,against
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,neutral
     RRR  రామం రాజసం  రాముడి ఆగమనం ,favour
Trending Filmi News సమంతకు అబార్షన్ జరిగిందా? లవర్‌తో శృతి హాసన్ ఆ రేంజ్ శృంగారంయాసిడ్ బాటిల్‌తో అనసూయ!…,neutral
Trending Filmi News సమంతకు అబార్షన్ జరిగిందా? లవర్‌తో శృతి హాసన్ ఆ రేంజ్ శృంగారంయాసిడ్ బాటిల్‌తో అనసూయ!…,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
టాలీవుడ్‌తోపాటు ఇండియన్ సినిమా పరిశ్రమలోనే కాకుండా ప్రపంచ!    …,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
 RRR అనే చిత్రం తో అంతర్జాతీయ స్థాయిలో నందమూరి అభిమానులను కాలర్ ఎగరేసే స్థాయికి తీసుకెళ్ళావ్  …,favour
 భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
 ఇది కూడా పాయే,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,favour
 1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
అది RRR మూవీ లో మీ బుడ్డోడి గువ్వలో పెట్టాడు రా జైల్లో వేసి సావామింగినపుడు ఎడిటింగ్ లో లేపి టెంగారు,neutral
"    శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,against
ప్రపంచ సినిమా వేదికపై తెలుగు సినిమా చరిత్ర సృష్టించింది!    …,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
     RRR  రామం రాజసం  రాముడి ఆగమనం ,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
"  2019 లొ  23 సీట్స్ పరిమితమైనప్పుడు కార్యకర్తల్లో, నాయకుల్లో తెలియని అలజడి,నిస్తేజం అప్పుడు  అన్న…",neutral
     RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
     RRR  రామం రాజసం  రాముడి ఆగమనం ,neutral
     RRR  రామం రాజసం  రావణుడు  ఫ్యాన్స్ కి దేవుడు…,favour
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
   మూవీ కి VFX ఎవరు,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
"    శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
     RRR  రామం రాజసం  రాముడి ఆగమనం ,neutral
"    శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,against
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,against
   మూవీ కి VFX ఎవరు,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,favour
  అమెరికా లోని లాస్ ఏంజిల్స్ లో ఇటీవల జరిగిన ప్రపంచ ప్రఖ్యాత Oscar వేడుకలలో పాల్గొని RRR చిత్రానికి అవార్డందుకున్న శుభ…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,against
     RRR  రామం రాజసం  రాముడి ఆగమనం ,neutral
"    శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",favour
"    శ్రీ  జీ , మీరు చూపించిన అభిమానానికి మనస్ఫూర్తిగా కృతజ్ఞతలు ఈ విజయం  టీం అంద…",neutral
  1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,neutral
  1 ఇయర్ For RRR ఫ్రీ రిలీజ్ ఈవెంట్ లో పావలా గాడి అభిమానులు గుపగలగోట్టిన సన్నివేశం,neutral
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
  భారతీయ చిత్రసీమలో ఇద్దరు దిగ్గజాలు  మరియు  లను కలవడం ఆనందంగా ఉంది తెలుగు సినిమా పరిశ్రమ భారతదే…,favour
  కొమరం భీముడో సాంగ్ లో  అన్నయ్య ఎక్స్ప్రెషన్స్ లైవ్ లో చూసి కంట్లో నీళ్లు వచ్చేసాయ్!!  ప్రే…,neutral
